Additive_Name,Chemical_Abstracts_Service_Number,European_Number,Allowed in America,Allowed in Europe
Isopropyl Tiglate, 1733-25-1,,Y,
Isopropyl-2-Cyclohexenone, 500-02-7,,Y,
Isopropylamine, 75-31-0,,Y,
Isopropylideneglyceryl 5-Hydroxydecanoate, 172201-58-0,,Y,
Isopulegol, 89-79-2,,Y,
Isopulegone, 29606-79-9,,Y,
Isopulegyl Acetate, 89-49-6,,Y,
"Isoquercitrin, Enzymatically Modified", 977187-64-6,,Y,
Isoquinoline, 119-65-3,,Y,
Isovaleraldehyde Diethyl Acetal, 3842-03-3,,Y,
Isovaleraldehyde Glyceryl Acetal, 977188-22-9,,Y,
Isovaleric Acid, 503-74-2,,Y,
Iva (Achillea Moschata Jacq.), 977091-61-4,,Y,
"Iva, Extract (Achillea Moschata Jacq.)", 977091-62-5,,Y,
Jambu Oleoresin, 977162-66-5,,Y,
Japan Wax, 8001-39-6,,Y,
"Jasmine, Absolute (Jasminum Spp.)", 977146-68-1,,Y,
"Jasmine, Concrete (Jasminum Spp.)", 977125-38-4,,Y,
"Jasmine, Oil (Jasminum Grandiflorum L.)", 8022-96-6,,Y,
"Jasmine, Spiritus (Jasminum Grandiflorum L.)", 977038-79-1,,Y,
"Jasmone, Cis-", 488-10-8,,Y,
"Jelutong (Dyera Costulata Hook, F. And D. Lowii Hook, F.)", 977011-44-1,,Y,
Juniper (Berries) (Juniperus Communis L.), 977038-80-4,,Y,
Juniper Oil (Juniperus Communis L.), 8002-68-4,,Y,
"Juniper, Extract (Juniperus Communis L.)", 84603-69-0,,Y,
"Karaya, Gum (Sterculia Urens Roxb.)", 9000-36-6,E 416,Y,Y
Kelp, 977001-75-4,,Y,
"Kola Nut, Extract (Cola Acuminata Schott Et Endl.)", 68916-19-8,,Y,
Konjac,,E 425,,Y
"L-8-P-Menthene-1,2-Epoxide", 203719-53-3,,Y,
"Labdanum, Absolute (Cistus Spp.)", 977046-98-2,,Y,
"Labdanum, Oil (Cistus Spp.)", 8016-26-0,,Y,
"Labdanum, Oleoresin (Cistus Spp.)", 977092-72-0,,Y,
Lactalbumin, 9013-90-5,,Y,
Lactalbumin Phosphate, 977051-00-5,,Y,
Lactase From Saccharomyces (Kluyveromyces) Lactis, 977090-11-1,,Y,
Lactase From Saccharomyces Fragilis, 977090-10-0,,Y,
"Lactase Preparation, Candida Pseudotropicalis", 977166-26-9,,Y,
Lactic Acid, 50-21-5,E 270,Y,Y
Lactic Acid Esters Of Mono- And Diglycerides Of Fatty Acids,,E 472b,,Y
Lactitol,,E 966,,Y
Lactose, 63-42-3,,Y,
"Lactose, Hydrolyzed", 977126-93-4,,Y,
Lactylated Fatty Acid Esters Of Glycerol And Propylene Glycol, 977050-66-0,,Y,
Lactylic Esters Of Fatty Acids, 977050-67-1,,Y,
L-Alanine, 56-41-7,,Y,
L-Alanyl-L-Glutamine, 39537-23-0,,Y,
Lanolin, 8020-84-6,,Y,
L-Arabinose, 5328-37-0,,Y,
Lard, 61789-99-9,,Y,
Lard Oil, 8016-28-2,,Y,
L-Arginine, 74-79-3,,Y,
L-Asparagine, 70-47-3,,Y,
L-Aspartic Acid, 56-84-8,,Y,
Laurel Berries (Laurus Nobilis L.), 977051-01-6,,Y,
Lauric Acid, 143-07-7,,Y,
Lauric Aldehyde, 112-54-9,,Y,
Lauroyl Diethanolamide, 120-40-1,,Y,
Lauryl Acetate, 112-66-3,,Y,
Lauryl Alcohol, 112-53-8,,Y,
Lavandin Absolute, 977183-98-4,,Y,
"Lavandin, Concrete", 977183-99-5,,Y,
"Lavandin, Oil", 8022-15-9,,Y,
Lavender (Lavandula Officinalis Chaix), 977001-82-3,,Y,
"Lavender, Absolute (Lavandula Officinalis Chaix)", 977126-26-3,,Y,
"Lavender, Concrete (Lavandula Officinalis Chaix)", 977089-32-9,,Y,
"Lavender, Oil (Lavandula Officinalis Chaix)", 8000-28-0,,Y,
"Lavender, Spike (Lavandula Latifolia Bill.)", 977051-05-0,,Y,
"Lavender, Spike, Oil (Lavandula Spp.)", 8016-78-2,,Y,
L-Bornyl Acetate, 5655-61-8,,Y,
L-Carnitine, 541-15-1,,Y,
L-Cysteine, 52-90-4,E 920,Y,Y
L-Cysteine Monohydrochloride, 52-89-1,,Y,
L-Cystine, 56-89-3,,Y,
Leche Caspi (Couma Macrocarpa Barb. Rodr.), 977011-45-2,,Y,
"Leche De Vaca (Brosimum Utile (H.b.k.) Pittier, And Poulsenia Spp.)", 977011-46-3,,Y,
Lecithin, 8002-43-5,E 322,Y,Y
Lecithin (Vegetable), 977092-24-2,,Y,
"Lecithin, Benzoyl Peroxide Modified", 977092-75-3,,Y,
"Lecithin, Enzyme-Modified", 977101-55-5,,Y,
"Lecithin, Hydrogen Peroxide Modified", 977092-76-4,,Y,
Leek Oil, 977089-43-2,,Y,
Lemon Essence, 977091-76-1,,Y,
"Lemon Grass, Oil (Cymbopogon Citratus Dc. And Cymbopogon Flexuosusstapf)", 8007-02-1,,Y,
Lemon Peel Extract, 977091-77-2,,Y,
Lemon Peel Granules, 977001-83-4,,Y,
Lemon Terpenes, 68917-33-9,,Y,
"Lemon Verbena, Oil (Lippia Citriodora)", 8024-12-2,,Y,
"Lemon, Extract (Citrus Limon (L.) Burm. F.)", 84929-31-7,,Y,
"Lemon, Juice", 68916-88-1,,Y,
"Lemon, Oil (Citrus Limon (L.) Burm. F.)", 8008-56-8,,Y,
"Lemon, Oil, Terpeneless (Citrus Limon (L.) Burm. F.)", 68648-39-5,,Y,
Lemon-Verbena (Lippia Citriodora Hbk.), 977047-96-3,,Y,
Lepidine, 491-35-0,,Y,
Levulinic Acid, 123-76-2,,Y,
Levulose, 57-48-7,,Y,
L-Fenchone, 7787-20-4,,Y,
L-Glutamic Acid, 56-86-0,,Y,
L-Glutamine, 56-85-9,,Y,
L-Histidine, 71-00-1,,Y,
L-Hydroxyproline, 51-35-4,,Y,
Licorice (Glycyrrhiza Spp.), 977004-31-1,,Y,
Licorice Extract (Glycyrrhiza Spp.), 68916-91-6,,Y,
Licorice Extract Powder (Glycyrrhiza Spp.), 977070-62-4,,Y,
Lignin, 9005-53-2,,Y,
Lignin Sodium Sulfonate, 8061-51-6,,Y,
Lignosulfonic Acid, 8062-15-5,,Y,
"Lime Juice, Dehydrated", 977091-78-3,,Y,
"Lime Oil, Distilled", 8008-26-2,,Y,
"Lime Oil, Expressed", 977059-80-5,,Y,
"Lime, Essence", 977164-71-8,,Y,
"Lime, Juice", 977026-98-4,,Y,
"Lime, Oil, Terpeneless (Citrus Aurantifolia (Christman) Swingle)", 68916-84-7,,Y,
"Linaloe Wood, Oil (Bursera Delpechiana Poiss. And Other Bursera Spp.)", 977051-12-9,,Y,
Linalool, 78-70-6,,Y,
Linalool Oxide, 60047-17-8,,Y,
Linalool Oxide Pyranoid, 14049-11-7,,Y,
Linalyl Acetate, 115-95-7,,Y,
Linalyl Anthranilate, 7149-26-0,,Y,
Linalyl Benzoate, 126-64-7,,Y,
Linalyl Butyrate, 78-36-4,,Y,
Linalyl Cinnamate, 78-37-5,,Y,
Linalyl Formate, 115-99-1,,Y,
Linalyl Hexanoate, 7779-23-9,,Y,
Linalyl Isobutyrate, 78-35-3,,Y,
Linalyl Isovalerate, 1118-27-0,,Y,
Linalyl Octanoate, 10024-64-3,,Y,
Linalyl Phenylacetate, 7143-69-3,,Y,
Linalyl Propionate, 144-39-8,,Y,
Linden Flowers (Tilia Glabra Vent.), 977009-77-0,,Y,
"Linden Flowers, Extract (Tilia Spp.)", 84929-52-2,,Y,
Linden Leaves (Tillia Spp.), 977073-42-9,,Y,
Linoleic Acid, 60-33-3,,Y,
Lipase, 9001-62-1,,Y,
Lipase From Animal Tissue, 977033-78-5,,Y,
Lipase From Aspergillus Niger, 977031-56-3,,Y,
Lipase From Aspergillus Oryzae, 977031-68-7,,Y,
Lipase From Rhizopus Niveus, 977169-69-9,,Y,
L-Isoleucine, 73-32-5,,Y,
Listeria-Specific Bacteriophage Preparation, 977188-21-8,,Y,
Litholrubine Bk,,E 180,,Y
Litsea Cubeba Berry Oil, 68855-99-2,,Y,
L-Leucine, 61-90-5,,Y,
L-Limonene, 5989-54-8,,Y,
L-Lysine, 56-87-1,,Y,
L-Malic Acid, 97-67-6,,Y,
"L-Menthone 1,2-Glycerol Ketal", 977178-02-1,,Y,
"L-Menthyl (R,S)-3-Hydroxybutyrate", 374629-79-5,,Y,
"L-Menthyl 1,2-Propylene Glycol Carbonate", 30304-82-6,,Y,
L-Menthyl Acetoacetate, 59557-05-0,,Y,
L-Menthyl Butyrate, 68366-64-3,,Y,
L-Menthyl Ethylene Glycol Carbonate, 156324-78-6,,Y,
L-Menthyl Lactate, 59259-38-0,,Y,
L-Methionine, 63-68-3,,Y,
L-Methionylglycine, 14486-03-4,,Y,
Locust (Carob) Bean Gum, 9000-40-2,E 410,Y,Y
L-Ornithine Monochlorohydrate/Ornithine, 3184-13-2,,Y,
Lovage (Levisticum Officinale Koch), 977048-47-7,,Y,
"Lovage, Extract (Levisticum Officinale Koch)", 977091-63-6,,Y,
"Lovage, Oil (Levisticum Officinale Koch)", 8016-31-7,,Y,
L-Phenylalanine, 63-91-2,,Y,
L-Piperitone, 4573-50-6,,Y,
L-Proline, 147-85-3,,Y,
L-Rhamnose, 3615-41-6,,Y,
L-Serine, 56-45-1,,Y,
L-Threonine, 72-19-5,,Y,
L-Tryptophan, 73-22-3,,Y,
L-Tyrosine, 60-18-4,,Y,
L-Tyrosine Ethyl Ester Hydrochloride, 4089-07-0,,Y,
Lungmoss (Sticta Pulmonacea Ach.), 977022-85-7,,Y,
Luo Han Fruit Concentrate, 977188-77-4,,Y,
Lupulin (Humulus Lupulus L.), 977051-13-0,,Y,
Lutein,,E 161b,,Y
L-Valine, 72-18-4,,Y,
Lycopene,,E 160d,,Y
Lysozyme,,E 1105,,Y
Mace (Myristica Fragrans Houtt.), 977051-14-1,,Y,
"Mace, Oil (Myristica Fragrans Houtt.)", 977051-15-2,,Y,
"Mace, Oleoresin (Myristica Fragrans Houtt.)", 977010-60-8,,Y,
Magnesium Caprate, 42966-30-3,,Y,
Magnesium Caprylate, 3386-57-0,,Y,
Magnesium Carbonate, 39409-82-0,E 504,Y,Y
Magnesium Chloride, 7786-30-3,E 511,Y,Y
Magnesium Diglutamate,,E 625,,Y
Magnesium Fumarate, 7704-71-4,,Y,
Magnesium Gluconate, 3632-91-5,,Y,
Magnesium Glycerophosphate, 927-20-8,,Y,
Magnesium Hydroxide, 1309-42-8,E 528,Y,Y
Magnesium Laurate, 4040-48-6,,Y,
Magnesium Myristate, 4086-70-8,,Y,
Magnesium Oleate, 1555-53-9,,Y,
Magnesium Oxide, 1309-48-4,E 530,Y,Y
Magnesium Palmitate, 2601-98-1,,Y,
"Magnesium Phosphate, Dibasic", 7782-75-4,E 343,Y,Y
"Magnesium Phosphate, Tribasic", 7757-87-1,,Y,
Magnesium Salts Of Fatty Acids, 977093-38-1,E 470b,Y,Y
Magnesium Silicate, 1343-88-0,E 553a,Y,Y
Magnesium Stearate, 557-04-0,,Y,
Magnesium Sulfate, 10034-99-8,,Y,
Magnolol, 528-43-8,,Y,
Maidenhair Fern (Adiantum Capillus-Veneris L.), 977070-30-6,,Y,
Malic Acid, 617-48-1,E 296,Y,Y
Malt, 977023-73-6,,Y,
Malt Syrup (Malt Extract), 8002-48-0,,Y,
Maltitols,,E 965,,Y
Maltodextrin, 9050-36-6,,Y,
Maltol, 118-71-8,,Y,
Maltol Propionate, 68555-63-5,,Y,
Maltose, 69-79-4,,Y,
Maltyl Isobutyrate, 65416-14-0,,Y,
"Mandarin, Oil (Citrus Reticulata Blanco)", 8008-31-9,,Y,
Manganese Chloride, 13446-34-9,,Y,
Manganese Citrate, 10024-66-5,,Y,
Manganese Gluconate, 6485-39-8,,Y,
Manganese Glycerophosphate, 1320-46-3,,Y,
Manganese Hypophosphite, 10043-84-2,,Y,
Manganese Sulfate, 10034-96-5,,Y,
Manganous Oxide, 1344-43-0,,Y,
Mannitol, 69-65-8,E 421,Y,Y
"Marigold, Pot (Calendula Officinalis L.)", 977001-93-6,,Y,
Marjoram Seed (Majorana Hortensis Moench (Origanum Majorana L.)), 977038-86-0,,Y,
"Marjoram, Oleoresin (Marjorana Hortensis Moench (Origanum Majorana L.))", 977038-85-9,,Y,
"Marjoram, Pot (Majorana Onites (L.) Benth. (Origanum Vulgare L.))", 977051-22-1,,Y,
"Marjoram, Sweet (Majorana Hortensis Moench (Origanum Majorana L.))", 977051-23-2,,Y,
"Marjoram, Sweet, Oil (Majorana Hortensis Moench (Origanum Majorana L.))", 8015-01-8,,Y,
Massaranduba Balata (Manilkara Huberi (Ducke) Chevalier), 977011-47-4,,Y,
"Massaranduba Balata, Solvent-Free Resin Extract", 977044-53-3,,Y,
Massaranduba Chocolate (Manilkara Solimoesensis Gilly), 8029-83-2,,Y,
Massoia Bark Oil, 977103-80-2,,Y,
Mastic Gum, 61789-92-2,,Y,
"Mate, Absolute (Ilex Paraguariensis St. Hil.)", 977146-67-0,,Y,
"Mate, Leaves", 977051-24-3,,Y,
M-Cresol, 108-39-4,,Y,
M-Dimethoxybenzene, 151-10-0,,Y,
Menadiol Sodium Diphosphate, 131-13-5,,Y,
Menhaden Oil, 8002-50-4,,Y,
"Menhaden Oil, Hydrogenated", 93572-53-3,,Y,
"Menhaden Oil, Partially Hydrogenated", 977131-05-7,,Y,
Menthadienol, 3269-90-7,,Y,
Menthol, 89-78-1,,Y,
Menthone, 89-80-5,,Y,
"Menthone 1,2-Glycerol Ketal", 63187-91-7,,Y,
Menthone-8-Thioacetate, 94293-57-9,,Y,
Menthyl Acetate, 89-48-5,,Y,
Menthyl Formate, 2230-90-2,,Y,
Menthyl Isovalerate, 16409-46-4,,Y,
Menthyl Propionate, 86014-82-6,,Y,
Menthyl Propylene Glycol Carbonate, 156324-82-2,,Y,
Menthyl Pyrrolidonecarboxylate, 52528-10-6,,Y,
Menthyl Valerate, 89-47-4,,Y,
Mesquite Wood Extract, 93165-66-3,,Y,
Metatartaric Acid,,E 353,,Y
Methacrylic Acid-Divinylbenzene Copolymer, 50602-21-6,,Y,
Methional Diethyl Acetal, 16630-61-8,,Y,
Methionyl Butyrate, 16630-60-7,,Y,
Methoxypyrazine, 3149-28-8,,Y,
Methyl (Methylthio)Acetate, 16630-66-3,,Y,
Methyl (Methylthio)Methyl Disulfide, 42474-44-2,,Y,
Methyl 10-Undecenoate, 111-81-9,,Y,
Methyl 1-Acetoxycyclohexyl Ketone, 52789-73-8,,Y,
Methyl 1-Propenyl Sulfide, 10152-77-9,,Y,
Methyl 2-Decenoate, 2482-39-5,,Y,
Methyl 2-Furoate, 611-13-2,,Y,
Methyl 2-Hexenoate, 2396-77-2,,Y,
Methyl 2-Hydroxy-4-Methylpentanoate, 40348-72-9,,Y,
Methyl 2-Methyl-3-Furyl Disulfide, 65505-17-1,,Y,
Methyl 2-Methylbutyrate, 868-57-5,,Y,
Methyl 2-Methylpentanoate, 2177-77-7,,Y,
Methyl 2-Methylphenyl Disulfide, 35379-09-0,,Y,
Methyl 2-Methylthiobutyrate, 42075-45-6,,Y,
Methyl 2-Nonenoate, 111-79-5,,Y,
Methyl 2-Nonynoate, 111-80-8,,Y,
Methyl 2-Octenoate, 2396-85-2,,Y,
Methyl 2-Octynoate, 111-12-6,,Y,
Methyl 2-Oxo-3-Methylpentanoate, 3682-42-6,,Y,
Methyl 2-Pyrrolyl Ketone, 1072-83-9,,Y,
Methyl 2-Thiofuroate, 13679-61-3,,Y,
Methyl 2-Undecynoate, 10522-18-6,,Y,
Methyl 3-(Furfurylthio)Propionate, 94278-26-9,,Y,
Methyl 3-(Methylthio)Butanoate, 207983-28-6,,Y,
"Methyl 3,7-Dimethyl-6-Octenoate", 2270-60-2,,Y,
Methyl 3-Acetoxy-2-Methylbutyrate, 139564-42-4,,Y,
Methyl 3-Acetoxyoctanoate, 35234-21-0,,Y,
Methyl 3-Hexenoate, 2396-78-3,,Y,
Methyl 3-Hydroxybutyrate, 1487-49-6,,Y,
Methyl 3-Hydroxyhexanoate, 21188-58-9,,Y,
Methyl 3-Mercaptobutanoate, 54051-19-3,,Y,
Methyl 3-Methyl-1-Butenyl Disulfide, 233666-09-6,,Y,
Methyl 3-Methylthiopropionate, 13532-18-8,,Y,
Methyl 3-Nonenoate, 13481-87-3,,Y,
Methyl 3-Phenylpropionate, 103-25-3,,Y,
Methyl 4-(Methylthio)Butyrate, 53053-51-3,,Y,
Methyl 4-Methylvalerate, 2412-80-8,,Y,
Methyl 4-Pentenoate, 818-57-5,,Y,
Methyl 4-Phenylbutyrate, 2046-17-5,,Y,
Methyl 9-Undecenoate, 5760-50-9,,Y,
Methyl Acetate, 79-20-9,,Y,
Methyl Acrylate, 96-33-3,,Y,
"Methyl Acrylate-Divinylbenzene, Completely Hydrolyzed, Copolymer", 977083-07-0,,Y,
"Methyl Acrylate-Dvb(2%), Copolymer, Aminolyzed With Dmapa", 977083-09-2,,Y,
"Methyl Acrylate-Dvb(3.5%), Copolymer, Aminolyzed With Dmapa", 977083-10-5,,Y,
"Methyl Acrylate--Dvb-(Deg-Divinyl Ether), Aminolyzed And Quarternized, Terpolymer", 128903-16-2,,Y,
"Methyl Acrylate-Dvb-(Deg-Divinyl Ether), Aminolyzed, Terpolymer", 128903-15-1,,Y,
"Methyl Acrylate-Dvb-Acrylonitrile, Completely Hydrolyzed, Terpolymer", 977092-70-8,,Y,
Methyl Alcohol, 67-56-1,,Y,
Methyl Anisate, 121-98-2,,Y,
Methyl Anthranilate, 134-20-3,,Y,
Methyl Benzoate, 93-58-3,,Y,
Methyl Benzyl Disulfide, 699-10-5,,Y,
Methyl Beta-Naphthyl Ketone, 93-08-3,,Y,
Methyl Beta-Phenylglycidate, 37161-74-3,,Y,
Methyl Butyrate, 623-42-7,,Y,
Methyl Cellulose,,E 461,,Y
Methyl Cinnamate, 103-26-4,,Y,
Methyl Cis-3-Hexenoate, 13894-62-7,,Y,
Methyl Cis-4-Octenoate, 21063-71-8,,Y,
Methyl Cis-5-Octenoate, 41654-15-3,,Y,
Methyl Cyclohexanecarboxylate, 4630-82-4,,Y,
Methyl Dihydrojasmonate, 24851-98-7,,Y,
Methyl Disulfide, 624-92-0,,Y,
Methyl Esters Of Fatty Acids (Edible), 977050-68-2,,Y,
Methyl Ethyl Sulfide, 624-89-5,,Y,
Methyl Ethyl Trisulfide, 31499-71-5,,Y,
Methyl Furfuracrylate, 623-18-7,,Y,
Methyl Furfuryl Disulfide, 57500-00-2,,Y,
Methyl Glucoside-Coconut Oil Ester, 8028-43-1,,Y,
Methyl Heptanoate, 106-73-0,,Y,
Methyl Hexanoate, 106-70-7,,Y,
Methyl Hexyl Ether, 4747-07-3,,Y,
Methyl Isobutanethioate, 42075-42-3,,Y,
Methyl Isobutyl Ketone, 108-10-1,,Y,
Methyl Isobutyrate, 547-63-7,,Y,
Methyl Isopentyl Disulfide, 72437-56-0,,Y,
Methyl Isothiocyanate, 556-61-6,,Y,
Methyl Isovalerate, 556-24-1,,Y,
Methyl Jasmonate, 1211-29-6,,Y,
Methyl Laurate, 111-82-0,,Y,
Methyl Levulinate, 624-45-3,,Y,
Methyl Linoleate (48%) Methyl Linolenate (52%) Mixture, 977136-80-3,,Y,
Methyl Mercaptan, 74-93-1,,Y,
Methyl Methacrylate, 80-62-6,,Y,
Methyl Myristate, 124-10-7,,Y,
"Methyl N,N-Dimethylanthranilate", 10072-05-6,,Y,
Methyl N-Acetylanthranilate, 2719-08-6,,Y,
Methyl N-Formylanthranilate, 41270-80-8,,Y,
Methyl Nicotinate, 93-60-7,,Y,
Methyl N-Methylanthranilate, 85-91-6,,Y,
Methyl Nonanoate, 1731-84-6,,Y,
Methyl Octanoate, 111-11-5,,Y,
Methyl Octyl Sulfide, 3698-95-1,,Y,
Methyl O-Methoxybenzoate, 606-45-1,,Y,
Methyl Phenethyl Ether, 3558-60-9,,Y,
Methyl Phenyl Disulfide, 14173-25-2,,Y,
Methyl Phenyl Sulfide, 100-68-5,,Y,
Methyl Phenylacetate, 101-41-7,,Y,
Methyl P-Hydroxybenzoate, 99-76-3,E 218,Y,Y
Methyl Propenyl Disulfide, 5905-47-5,,Y,
Methyl Propionate, 554-12-1,,Y,
Methyl Propyl Disulfide, 2179-60-4,,Y,
Methyl Propyl Trisulfide, 17619-36-2,,Y,
Methyl P-Tert-Butylphenylacetate, 3549-23-3,,Y,
Methyl Salicylate, 119-36-8,,Y,
Methyl Sorbate, 689-89-4,,Y,
Methyl Sulfide, 75-18-3,,Y,
Methyl Thiobutyrate, 2432-51-1,,Y,
Methyl Trans-2-Octenoate, 7367-81-9,,Y,
Methyl Valerate, 624-24-8,,Y,
Methyl-(3 Or 5 Or 6)-(Methylthio)Pyrazine (Mixture Of Isomers), 67952-65-2,,Y,
Methyl(E)-2-(Z)-4-Decadienoate, 4493-42-9,,Y,
Methyl-Alpha-Ionone, 127-42-4,,Y,
Methylated Silica, 977047-20-3,,Y,
"Methylbenzyl Acetate (Mixed O-, M-, P-)", 29759-11-3,,Y,
Methyl-Beta-Ionone, 127-43-5,,Y,
Methylcyclopentenolone, 765-70-8,,Y,
Methyl-Delta-Ionone, 7784-98-7,,Y,
Methylene Chloride, 75-09-2,,Y,
Methylpolysilicone, 9004-73-3,,Y,
Methylthio 2-(Acetyloxy)Propionate, 74586-09-7,,Y,
Methylthio 2-(Propionyloxy)Propionate, 977161-96-8,,Y,
Methylthiomethyl Butyrate, 74758-93-3,,Y,
Methylthiomethyl Hexanoate, 74758-91-1,,Y,
Methylthiomethylmercaptan, 29414-47-9,,Y,
Mica, 12001-26-2,,Y,
"Michelia Alba, Extract", 92457-18-6,,Y,
Microcrystalline Wax,,E 905,,Y
Microparticulated Protein Product, 977132-83-4,,Y,
Milk Clotting Enzyme From Bacillus Cereus (Frankland And Frankland), 977017-74-5,,Y,
Milk Clotting Enzyme From Endothia Parasitica, 977017-73-4,,Y,
Milk Clotting Enzyme From Mucor Miehei Cooney Et Emerson, 977017-76-7,,Y,
Milk Clotting Enzyme From Mucor Pusillus L., 977017-75-6,,Y,
"Milk Clotting Enzyme, Aspergillus Oryzae Recombinant", 977183-89-3,,Y,
"Milk Powder, Whole, Enzyme-Modified", 977053-44-3,,Y,
Mimosa Concrete (Acacia Decurrens Willd. Var. Dealbata), 977184-00-1,,Y,
"Mimosa, Absolute (Acacia Decurrens Willd. Var. Dealbata)", 977092-60-6,,Y,
"Mineral Oil, White", 8012-95-1,,Y,
Mintlactone, 13341-72-5,,Y,
Mixed Acetic And Tartaric Acid Esters Of Mono- And Diglycerides Of Fatty Acids,,E 472f,,Y
"Mixture Of 3,6-Diethyl-1,2,4,5-Tetrathiane And 3,5-Diethyl-1,2,4-Trithiolane", 977187-62-4,,Y,
Mixture Of Butyl Propyl Disulfide And Propyl And Butyl Disulfide, 977187-86-2,,Y,
Mixture Of Methyl Cyclohexadiene And Methylene Cyclohexene, 977187-67-9,,Y,
Modified Acacia Gum,,E 423,,Y
Molasses (Saccharum Officinarum L.), 977001-99-2,,Y,
"Molasses, Concentrate", 977083-12-7,,Y,
"Molasses, Extract (Saccharum Officinarum L.)", 977091-60-3,,Y,
Molecular Sieve Resins, 68954-24-5,,Y,
Mono And Diacetyl Tartaric Acid Esters Of Mono- And Diglycerides Of Fatty Acids,,E 472e,,Y
Mono- And Diglycerides, 67254-73-3,,Y,
"Mono- And Diglycerides, Acetic Acid Esters And Sodium And Calcium Salts", 977093-26-7,,Y,
"Mono- And Diglycerides, Acetyltartaric Acid Esters And Sodium And Calcium Salts", 977093-27-8,,Y,
"Mono- And Diglycerides, Citric Acid Esters And Sodium And Calcium Salts", 977093-28-9,,Y,
"Mono- And Diglycerides, Diacetyltartaric Acid Esters", 977051-29-8,,Y,
"Mono- And Diglycerides, Ethoxylated", 61163-33-5,,Y,
"Mono- And Diglycerides, Lactic Acid Esters And Sodium And Calcium Salts", 977093-29-0,,Y,
"Mono- And Diglycerides, Monosodium Phosphate Derivatives", 977051-32-3,,Y,
"Mono- And Diglycerides, Sodium Sulfoacetate Derivatives", 977052-47-3,,Y,
"Mono-, Di-, And Triglycerides", 977012-39-7,,Y,
Monoammonium Glutamate, 7558-63-6,E 624,Y,Y
Mono-And Diglycerides Of Fatty Acids,,E 471,,Y
Monoethanolamine, 141-43-5,,Y,
Monoglyceride Citrate, 36291-32-4,,Y,
"Monoglycerides, Acetylated", 977051-34-5,,Y,
Monoisopropyl Citrate, 1321-57-9,,Y,
"Monomenthyl Glutarate, L-", 220621-22-7,,Y,
Monomenthyl Succinate, 77341-67-4,,Y,
Monopotassium Glutamate, 19473-49-5,E 622,Y,Y
Monosodium Glutamate, 142-47-2,E 621,Y,Y
Monostarch Phosphate,,E 1410,,Y
Montan Acid Esters,,E 912,,Y
"Montan Wax Fatty Acids, Oxidatively Refined, Polyhydric Alcohol Diesters", 977093-49-4,,Y,
Morpholine, 110-91-8,,Y,
"Morpholine, Fatty Acid Salts", 977034-72-2,,Y,
Mountain Maple (Acer Spicatum Lam.), 977048-48-8,,Y,
Mountain Maple Bark (Acer Spicatum Lam.), 977089-64-7,,Y,
"Mountain Maple, Extract Solid (Acer Spicatum Lam.)", 977089-65-8,,Y,
Mullein Flowers (Verbascum Spp.), 977048-46-6,,Y,
"Mushroom Oil, Distilled", 68917-13-5,,Y,
Musk Ambrette--Nlfg, 83-66-9,,Y,
Musk Tonquin (Moschus Moschiferus L.), 8001-04-5,,Y,
"Musk, Ketone", 81-14-1,,Y,
Mustard Flour, 977071-79-6,,Y,
Mustard Oil, 8007-40-7,,Y,
"Mustard, Brown (Brassica Spp.)", 977051-38-9,,Y,
"Mustard, Brown, Extract (Brassica Spp.)", 977091-79-4,,Y,
"Mustard, Oriental", 977088-95-1,,Y,
"Mustard, Yellow (Brassica Spp.)", 977051-39-0,,Y,
"Mustard, Yellow, Extract (Brassica Spp.)", 977091-80-7,,Y,
Myrcenyl Methyl Ether, 24202-00-4,,Y,
Myricitrin, 17912-87-7,,Y,
Myristaldehyde, 124-25-4,,Y,
Myristic Acid, 544-63-8,,Y,
Myristyl Alcohol, 112-72-1,,Y,
"Myrrh, Extract", 100084-96-6,,Y,
"Myrrh, Gum (Commiphora Spp.)", 9000-45-7,,Y,
"Myrrh, Oil (Commiphora Spp.)", 8016-37-3,,Y,
Myrtenol, 515-00-4,,Y,
Myrtenyl Acetate, 1079-01-2,,Y,
Myrtle Leaves (Myrtus Communis L.), 977070-85-1,,Y,
"Myrtle, Oil (Myrtus Communis L.)", 8008-46-6,,Y,
"N-(1,1-Dimethyl-2-Hydroxyethyl)-2,2-Diethylbutanamide", 51115-77-6,,Y,
N-(2-(Pyridin-2-Yl)Ethyl)-3-P-Menthanecarboxamide, 862731-61-1,,Y,
"N-(2-Hydroxyethyl)-2,3-Dimethyl-2-Isopropylbutanamide", 883215-02-9,,Y,
"N-(2-Methylcyclohexyl)-2,3,4,5,6-Pentafluorobenzamide", 1003050-32-5,,Y,
N-(4-Hydroxy-3-Methoxybenzyl)-8-Methyl-6-Nonenamide, 404-86-4,,Y,
"N-(Heptan-4-Yl)Benzo[D][1,3]Dioxole-5-Carboxamide", 745047-51-2,,Y,
"N,N-Dimethylphenethylamine", 2449-49-2,,Y,
N-[(Ethoxycarbonyl)Methyl)-P-Menthane-3-Carboxamide, 68489-14-5,,Y,
"N-[2-(3,4-Dimethoxyphenyl)Ethyl]-3,4-Dimethoxycinnamic Acid Amide", 69444-90-2,,Y,
"N1-(2,4-Dimethoxybenzyl)-N2-(2-(Pyridin-2-Yl) Ethyl)Oxalamide", 745047-53-4,,Y,
